dataset_id,site_name,site_property,value
Baker_2019,East Ballina -28.859375_and_153.5885,longitude (deg),153.5885
Baker_2019,East Ballina -28.8594297_and_153.5912331,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8594297_and_153.5912331,latitude (deg),-28.8594297
Baker_2019,East Ballina -28.8594297_and_153.5912331,longitude (deg),153.5912331
Baker_2019,East Ballina -28.8594467_and_153.5910031,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.8594467_and_153.5910031,latitude (deg),-28.8594467
Baker_2019,East Ballina -28.8594467_and_153.5910031,longitude (deg),153.5910031
Baker_2019,East Ballina -28.859895_and_153.5921631,description,East Ballina. Eucalypt/Corymbia dominated dry sclerophyll forest on sand.
Baker_2019,East Ballina -28.859895_and_153.5921631,latitude (deg),-28.859895
Baker_2019,East Ballina -28.859895_and_153.5921631,longitude (deg),153.5921631
Baker_2019,Main Arm -28.4936667_and_153.3923611,description,"South to east facing slopes ~100m west of Main Arm Road, Main Arm. Eucalyptus, Brush Box dominated open-forest on metasediments."
Baker_2019,Main Arm -28.4936667_and_153.3923611,latitude (deg),-28.4936667
Baker_2019,Main Arm -28.4936667_and_153.3923611,longitude (deg),153.3923611
Baker_2019,Main Arm -28.4939719_and_153.39275,description,"South to east facing slopes ~100m west of Main Arm Road, Main Arm. Eucalyptus, Brush Box dominated open-forest on metasediments."
Baker_2019,Main Arm -28.4939719_and_153.39275,latitude (deg),-28.4939719
Baker_2019,Main Arm -28.4939719_and_153.39275,longitude (deg),153.39275
Baker_2019,Main Arm -28.4939722_and_153.39275,description,"South to east facing slopes ~100m west of Main Arm Road, Main Arm. Eucalyptus, Brush Box dominated open-forest on metasediments."
Baker_2019,Main Arm -28.4939722_and_153.39275,latitude (deg),-28.4939722
Baker_2019,Main Arm -28.4939722_and_153.39275,longitude (deg),153.39275
Baker_2019,Main Arm -28.4941667_and_153.3929444,description,"South to east facing slopes ~100m west of Main Arm Road, Main Arm. Eucalyptus, Brush Box dominated open-forest on metasediments."
Baker_2019,Main Arm -28.4941667_and_153.3929444,latitude (deg),-28.4941667
Baker_2019,Main Arm -28.4941667_and_153.3929444,longitude (deg),153.3929444
Baker_2019,Main Arm -28.4945556_and_153.3930278,description,"South to east facing slopes ~100m west of Main Arm Road, Main Arm. Eucalyptus, Brush Box dominated open-forest on metasediments."
Baker_2019,Main Arm -28.4945556_and_153.3930278,latitude (deg),-28.4945556
Baker_2019,Main Arm -28.4945556_and_153.3930278,longitude (deg),153.3930278
Baker_2019,Main Arm -28.4951386_and_153.3926111,description,"South to east facing slopes ~100m west of Main Arm Road, Main Arm. Eucalyptus, Brush Box dominated open-forest on metasediments."
Baker_2019,Main Arm -28.4951386_and_153.3926111,latitude (deg),-28.4951386
Baker_2019,Main Arm -28.4951386_and_153.3926111,longitude (deg),153.3926111
Baker_2019,Main Arm -28.4958611_and_153.3925556,description,"South to east facing slopes ~100m west of Main Arm Road, Main Arm. Eucalyptus, Brush Box dominated open-forest on metasediments."
Baker_2019,Main Arm -28.4958611_and_153.3925556,latitude (deg),-28.4958611
Baker_2019,Main Arm -28.4958611_and_153.3925556,longitude (deg),153.3925556
Baker_2019,Main Arm -28.4983333_and_153.3924444,description,"South to east facing slopes ~100m west of Main Arm Road, Main Arm. Eucalyptus, Brush Box dominated open-forest on metasediments."
Baker_2019,Main Arm -28.4983333_and_153.3924444,latitude (deg),-28.4983333
Baker_2019,Main Arm -28.4983333_and_153.3924444,longitude (deg),153.3924444
Baker_2019,Main Arm -28.54983_and_153.49852,description,"South to east facing slopes ~100m west of Main Arm Road, Main Arm. Eucalyptus, Brush Box dominated open-forest on metasediments."
Baker_2019,Main Arm -28.54983_and_153.49852,latitude (deg),-28.54983
Baker_2019,Main Arm -28.54983_and_153.49852,longitude (deg),153.49852
Baker_2019,Midgen Flat -28.7515833_and_153.5841667,description,"Approximately 400m west of Byron Bay Road, Midgen Flat. Melauecua dominated swamp sclerophyll forest on sand."
Baker_2019,Midgen Flat -28.7515833_and_153.5841667,latitude (deg),-28.7515833
Baker_2019,Midgen Flat -28.7515833_and_153.5841667,longitude (deg),153.5841667
Baker_2019,Midgen Flat -28.8587281_and_153.5881797,description,"Approximately 400m west of Byron Bay Road, Midgen Flat. Melauecua dominated swamp sclerophyll forest on sand."
Baker_2019,Midgen Flat -28.8587281_and_153.5881797,latitude (deg),-28.8587281
Baker_2019,Midgen Flat -28.8587281_and_153.5881797,longitude (deg),153.5881797
Blackman_2010,Buckland,description,Dry sclerophyll
Blackman_2010,Buckland,latitude (deg),-42.61
Blackman_2010,Buckland,longitude (deg),147.707
Blackman_2010,Buckland,elevation (m),283
Blackman_2010,Mt Field_dry,description,Dry sclerophyll
Blackman_2010,Mt Field_dry,latitude (deg),-42.68
Blackman_2010,Mt Field_dry,longitude (deg),146.6336
Blackman_2010,Mt Field_dry,elevation (m),937
Blackman_2010,Mt Field_wet,description,Montane rainforest
Blackman_2010,Mt Field_wet,latitude (deg),-42.68
Blackman_2010,Mt Field_wet,longitude (deg),146.6336
Blackman_2010,Mt Field_wet,elevation (m),937
Blackman_2010,Ridgeway,description,Dry sclerophyll
Blackman_2010,Ridgeway,latitude (deg),-42.915
Blackman_2010,Ridgeway,longitude (deg),147.2931
Blackman_2010,Ridgeway,elevation (m),283
Blackman_2010,Sandy Bay,description,Dry sclerophyll
Blackman_2010,Sandy Bay,latitude (deg),-42.907
Blackman_2010,Sandy Bay,longitude (deg),147.3239
Blackman_2010,Sandy Bay,elevation (m),90
Bloomfield_2018,Alice Mulga,description,"Alice Mulga SuperSite, Mulga, Woodforde River, Ti Tree sites"
Bloomfield_2018,Alice Mulga,latitude (deg),-22.3468
Bloomfield_2018,Alice Mulga,longitude (deg),133.3276
Bloomfield_2018,Alice Mulga,altitude (m),606
Bloomfield_2018,Alice Mulga,biome,Topical savanna
Bloomfield_2018,Alice Mulga,canopy height (m),6.5
Bloomfield_2018,Alice Mulga,leaf area index,0.34
Bloomfield_2018,Alice Mulga,MAP (mm),357
Bloomfield_2018,Alice Mulga,MAT (),22.5
Bloomfield_2018,Alice Mulga,soil type,"Eutrophic, red Kandosol"
Bloomfield_2018,Alice Mulga,vegetation,"low, open, arid woodland"
Bloomfield_2018,Calperum mallee,description,"Calperum Mallee SuperSite, Mallee Plot"
Bloomfield_2018,Calperum mallee,latitude (deg),-34.003
Bloomfield_2018,Calperum mallee,longitude (deg),140.58
Bloomfield_2018,Calperum mallee,altitude (m),64
Bloomfield_2018,Calperum mallee,biome,Mediterranean woodland
Bloomfield_2018,Calperum mallee,canopy height (m),3
Bloomfield_2018,Calperum mallee,leaf area index,0.88
Bloomfield_2018,Calperum mallee,MAP (mm),268
Bloomfield_2018,Calperum mallee,MAT (),17.4
Bloomfield_2018,Calperum mallee,soil type,Tenosol (Calcisol)
Bloomfield_2018,Calperum mallee,vegetation,"sparse, mallee woodland"
Bloomfield_2018,Cumberland Plain,description,"Cumberland Plain SuperSite, EucFACE site"
Bloomfield_2018,Cumberland Plain,latitude (deg),-33.619
Bloomfield_2018,Cumberland Plain,longitude (deg),150.738
Bloomfield_2018,Cumberland Plain,altitude (m),26
Bloomfield_2018,Cumberland Plain,biome,Temperate forest
Bloomfield_2018,Cumberland Plain,canopy height (m),23
Bloomfield_2018,Cumberland Plain,leaf area index,1.2
Bloomfield_2018,Cumberland Plain,MAP (mm),788
Bloomfield_2018,Cumberland Plain,MAT (),17.7
Bloomfield_2018,Cumberland Plain,soil type,Grey podsol
Bloomfield_2018,Cumberland Plain,vegetation,dry woodland
Bloomfield_2018,"FNQ, Daintree",description,"Far North Queensland Rainforest SuperSite, Daintree Rainforest Observatory, Cape Tribulation"
Bloomfield_2018,"FNQ, Daintree",latitude (deg),-16.103
Bloomfield_2018,"FNQ, Daintree",longitude (deg),145.447
Bloomfield_2018,"FNQ, Daintree",altitude (m),66
Bloomfield_2018,"FNQ, Daintree",biome,tropical moist forest
Bloomfield_2018,"FNQ, Daintree",canopy height (m),25
Bloomfield_2018,"FNQ, Daintree",leaf area index,2.65
Bloomfield_2018,"FNQ, Daintree",MAP (mm),3671
Bloomfield_2018,"FNQ, Daintree",MAT (),24.3
Bloomfield_2018,"FNQ, Daintree",soil type,"Acidic, dystrophic, brown, Dermosol"
Bloomfield_2018,"FNQ, Daintree",vegetation,closed forest
Bloomfield_2018,"FNQ, Robson",description,"Far North Queensland Rainforest SuperSite, Robson Creek"
Bloomfield_2018,"FNQ, Robson",latitude (deg),-17.117
Bloomfield_2018,"FNQ, Robson",longitude (deg),145.63
Bloomfield_2018,"FNQ, Robson",altitude (m),710
Bloomfield_2018,"FNQ, Robson",biome,tropical moist forest
Bloomfield_2018,"FNQ, Robson",canopy height (m),28
Bloomfield_2018,"FNQ, Robson",leaf area index,3.19
Bloomfield_2018,"FNQ, Robson",MAP (mm),1813
Bloomfield_2018,"FNQ, Robson",MAT (),20.4
Bloomfield_2018,"FNQ, Robson",soil type,"Acidic, dystrophic, brown, Dermosol"
Bloomfield_2018,"FNQ, Robson",vegetation,closed forest
Bloomfield_2018,Great Western Woodlands,description,"Great Western Woodlands SuperSite, Salmon gum, Gimlet plots"
Bloomfield_2018,Great Western Woodlands,latitude (deg),-30.191
Bloomfield_2018,Great Western Woodlands,longitude (deg),120.654
Bloomfield_2018,Great Western Woodlands,altitude (m),449
Bloomfield_2018,Great Western Woodlands,biome,Mediterranean woodland
Bloomfield_2018,Great Western Woodlands,canopy height (m),18
Bloomfield_2018,Great Western Woodlands,leaf area index,1.07
Bloomfield_2018,Great Western Woodlands,MAP (mm),291
Bloomfield_2018,Great Western Woodlands,MAT (),18.9
Bloomfield_2018,Great Western Woodlands,soil type,Kandosol
Bloomfield_2018,Great Western Woodlands,vegetation,Semi-arid woodland
Bloomfield_2018,Warra,description,Warra Tall Eucalypt SuperSite
Bloomfield_2018,Warra,latitude (deg),-43.095
Bloomfield_2018,Warra,longitude (deg),146.65
Bloomfield_2018,Warra,altitude (m),111
Bloomfield_2018,Warra,biome,Temperate forest
Bloomfield_2018,Warra,canopy height (m),55
Bloomfield_2018,Warra,leaf area index,5.84
Bloomfield_2018,Warra,MAP (mm),1591
Bloomfield_2018,Warra,MAT (),9.9
Bloomfield_2018,Warra,soil type,"Kurosolic, redoxic Hydrosol"
Bloomfield_2018,Warra,vegetation,"tall, wet forest"
Bragg_2002,Ku-ring-gai Chase National Park,description,"The vegetation type was fire-prone, low, open sclerophyll woodland, dominated by woody shrub species, with emergent eucalypt trees up to 9 m tall. The site was last burnt in 1990. The geology of the site is Hawkesbury sandstone, weathering to low nutrient soils (total soil phosphorus 94 mg/kg, Wright, Reich & Westoby 2001). Gap fractions (see below) were mostly in the range 0.3–0.7; the shrub species were growing in dappled light rather than in dense shade with occasional sunflecks."
Bragg_2002,Ku-ring-gai Chase National Park,latitude (deg),-33.6938889
Bragg_2002,Ku-ring-gai Chase National Park,longitude (deg),151.1430556
Bragg_2002,Ku-ring-gai Chase National Park,soil_total_P (mgP/kg),94
Briggs_2010,Terrick Terrick National Park,description,"Soil samples for this experiment were collected from Terrick Terrick National Park (TTNP), 225 km northwest of Melbourne, Victoria, Australia. TTNP is situated within the Patho Plains, a sub-section of the Victorian Northern Plains Bioregion, and includes the Terrick Terrick Range and adjacent plain. Average annual precipitation for the Patho plains is ~400 mm, with winter months weakly dominating the rainfall patterns. Seasonal average maximum temperatures range from 30 deg C in summer to 15 deg C in winter. Seasonal average minimums range from 15 deg C in summer to 3 deg C in winter. The vegetation is a semi-arid Callitris grassy woodland typical of the rocky outcrops and outwash slopes at TTNP."
Briggs_2010,Terrick Terrick National Park,latitude (deg),-36.1738
Briggs_2010,Terrick Terrick National Park,longitude (deg),144.227
Briggs_2010,Terrick Terrick National Park,rainfall (mm),400
Buckton_2019,Cape Tribulation,description,lowland tropical rainforest
Buckton_2019,Cape Tribulation,latitude (deg),-16.1
Buckton_2019,Cape Tribulation,longitude (deg),145.4
Buckton_2019,Cape Tribulation,MAP (mm),4207
Burrows_2001,The Rock,description,"The Rock Nature Reserve (lat. 357169S, long. 1477049E), South Western Slopes, New South Wales, is a small (341 ha) island of remnant vegetation surrounded by an extensively modified agricultural landscape. A north-south ridge, the highest point of which is over 350 m above the surrounding plains, dominates the reserve. Approximately 215 vascular plant species, in an open woodland with an overstory dominated by species of Eucalyptus, Acacia, and Callitris, have been recorded at this site (Burrows 1999). Of these species, 18 (8%) are trees, 36 (17%) are shrubs, 85 (40%) are perennial herbs, and 74 (35%) are annuals or biennials (Burrows 1999). The majority of the perennial herbs die back by the start of summer to an underground tuber, bulb, or similar structure, and only a few species, such as Dianella revoluta and Lomandra filiformis, stay in leaf during summer. Thus, only ca. 25% of the recorded species remain in leaf, or equivalent, for the whole year."
Burrows_2001,The Rock,latitude (deg),-35.2666667
Burrows_2001,The Rock,longitude (deg),147.0666667
Burrows_2001,The Rock,rainfall (mm),585
Caldwell_2016,Dry,description,drier north-facing site at Bunyip State Park
Caldwell_2016,Dry,latitude (deg),-37.983
Caldwell_2016,Dry,longitude (deg),145.8
Caldwell_2016,Dry,elevation (m),170-220
Caldwell_2016,Dry,mean summer maximum temperature (C),23-26
Caldwell_2016,Dry,mean winter maximum temperature (C),4-5
Caldwell_2016,Dry,soil,sandy clay loam over Devonian granite
Caldwell_2016,Wet,description,damp south-facing gully at Bunyip State Park
Caldwell_2016,Wet,latitude (deg),-37.983
Caldwell_2016,Wet,longitude (deg),145.8
Caldwell_2016,Wet,elevation (m),170-220
Caldwell_2016,Wet,mean summer maximum temperature (C),23-26
Caldwell_2016,Wet,mean winter maximum temperature (C),4-5
Caldwell_2016,Wet,soil,sandy clay loam over Devonian granite
Catford_2014,Yarrawonga,description,"The surrounding floodplain has been used for logging, livestock grazing, as a source of charcoal and honey, and for settlement, recreation and tourism (Eastburn 1990). Current forestry practice is based on selective logging or clearing of small patches. Cattle grazing commenced in 1838 and continues today, but sheep grazing has largely ceased (Smith and Smith 1990). There was no tree canopy directly above the study wetlands. All soil in the region was similar (~45% clay content)."
Catford_2014,Yarrawonga,latitude (deg),-36.01923
Catford_2014,Yarrawonga,longitude (deg),145.99973
Catford_2014,Yarrawonga,elevation (m),130
Cernusak_2006,Howard River catchment,description,"open-forest savanna, with an overstory dominated by evergreen eucalypts"
Cernusak_2006,Howard River catchment,latitude (deg),-12.495
Cernusak_2006,Howard River catchment,longitude (deg),131.15
Cernusak_2006,Howard River catchment,elevation,38
Cernusak_2006,Howard River catchment,MAP (mm),1700
Cernusak_2006,Howard River catchment,max MAT (C),30.5 - 33.2
Cernusak_2006,Howard River catchment,min MAT (C),19.3 - 25.3
Cernusak_2011,Adelaide River,description,eucalypt-dominated savannas
Cernusak_2011,Adelaide River,latitude (deg),-13.077
Cernusak_2011,Adelaide River,longitude (deg),131.118
Cernusak_2011,Adelaide River,elevation (m),75
Cernusak_2011,Adelaide River,MAP (mm),1532
Cernusak_2011,Adelaide River,MAT (C),27
Cernusak_2011,Boulia,description,Acacia-dominated shrublands
Cernusak_2011,Boulia,latitude (deg),-22.994
Cernusak_2011,Boulia,longitude (deg),139.945
Cernusak_2011,Boulia,elevation (m),151
Cernusak_2011,Boulia,MAP (mm),291
Cernusak_2011,Boulia,MAT (C),24.9
Cernusak_2011,Daly River,description,eucalypt-dominated savannas
Cernusak_2011,Daly River,latitude (deg),-14.159
Cernusak_2011,Daly River,longitude (deg),131.388
Cernusak_2011,Daly River,elevation (m),73
Cernusak_2011,Daly River,MAP (mm),1170
Cernusak_2011,Daly River,MAT (C),27.2
Cernusak_2011,Dry Creek,description,eucalypt-dominated savannas
Cernusak_2011,Dry Creek,latitude (deg),-15.259
Cernusak_2011,Dry Creek,longitude (deg),132.371
Cernusak_2011,Dry Creek,elevation (m),167
Cernusak_2011,Dry Creek,MAP (mm),958
Cernusak_2011,Dry Creek,MAT (C),27.1
Cernusak_2011,Howard Springs,description,eucalypt-dominated savannas
Cernusak_2011,Howard Springs,latitude (deg),-12.485
Cernusak_2011,Howard Springs,longitude (deg),131.146
Cernusak_2011,Howard Springs,elevation (m),37
Cernusak_2011,Howard Springs,MAP (mm),1714
Cernusak_2011,Howard Springs,MAT (C),27.8
Cernusak_2011,Sturt Plains,description,"low woodland dominated by Acacia cowleana, Eucalyptus dichromophloia, and Lysophyllum cunninghamii; transition from eucalypt-dominated savannas to acacia-dominated shrublands"
Cernusak_2011,Sturt Plains,latitude (deg),-17.133
Cernusak_2011,Sturt Plains,longitude (deg),133.329
Cernusak_2011,Sturt Plains,elevation (m),228
Cernusak_2011,Sturt Plains,MAP (mm),672
Cernusak_2011,Sturt Plains,MAT (C),26.8
Cheesman_2020,Crane,description,complex mesophyll vine forest with a tall but irregular canopy varying in height from 25 to 33 m with indistinct stratification of the subcanopy
Cheesman_2020,Crane,latitude (deg),-16.117
Cheesman_2020,Crane,longitude (deg),145.45
Cheesman_2020,Reforestation,description,"formally open field site, where the trees are now 'mature' (~25 y) with a closed canopy; complex mesophyll vine forest"
Cheesman_2020,Reforestation,latitude (deg),-16.117
Cheesman_2020,Reforestation,longitude (deg),145.45
Choat_2006,Many Peaks,description,region classified as semi-arid tropics and does not share the predictable monsoonal climate with far northern Australia
Choat_2006,Many Peaks,latitude (deg),-19.19422
Choat_2006,Many Peaks,longitude (deg),146.764445
Choat_2006,Many Peaks,MAP (mm),1100
Choat_2006,Many Peaks,rainfall notes,80% of rainfall usually occurs during the summer wet season (December-March)
Choat_2006,Many Peaks site 1,description,region classified as semi-arid tropics and does not share the predictable monsoonal climate with far northern Australia
Choat_2006,Many Peaks site 1,latitude (deg),-19.19422
Choat_2006,Many Peaks site 1,longitude (deg),146.764445
Choat_2006,Many Peaks site 1,MAP (mm),1100
Choat_2006,Many Peaks site 1,rainfall notes,80% of rainfall usually occurs during the summer wet season (December-March)
Choat_2006,Many Peaks site 2,description,region classified as semi-arid tropics and does not share the predictable monsoonal climate with far northern Australia
Choat_2006,Many Peaks site 2,latitude (deg),-19.19422
Choat_2006,Many Peaks site 2,longitude (deg),146.764445
Choat_2006,Many Peaks site 2,MAP (mm),1100
Choat_2006,Many Peaks site 2,rainfall notes,80% of rainfall usually occurs during the summer wet season (December-March)
Choat_2012,"Corrigin Water Reserve, Western Australia",description,woodland/shrubland
Choat_2012,"Corrigin Water Reserve, Western Australia",latitude (deg),-32.3167
Choat_2012,"Corrigin Water Reserve, Western Australia",longitude (deg),117.8667
Choat_2012,"Corrigin Water Reserve, Western Australia",AI (aridity index),0.2615
Choat_2012,"Corrigin Water Reserve, Western Australia",elevation (m),300
Choat_2012,"Corrigin Water Reserve, Western Australia",MAP (mm),375
Choat_2012,"Corrigin Water Reserve, Western Australia",MAT (C),17.15
Choat_2012,"Corrigin Water Reserve, Western Australia",mean precipitation of the driest quarter (mm),41
Choat_2012,"Corrigin Water Reserve, Western Australia",PET (mm),1434
Choat_2012,"Corrigin Water Reserve, Western Australia",Reference,Mitchell et al. unpublished
Choat_2012,Hobart,description,temperate seasonal forest
Choat_2012,Hobart,latitude (deg),-42.905
Choat_2012,Hobart,longitude (deg),147.3247
Choat_2012,Hobart,AI (aridity index),0.7349
Choat_2012,Hobart,elevation (m),60
Choat_2012,Hobart,MAP (mm),671
Choat_2012,Hobart,MAT (C),11.11
Choat_2012,Hobart,mean precipitation of the driest quarter (mm),135
Choat_2012,Hobart,PET (mm),913
Choat_2012,Hobart,Reference,Cochard et al. unpublished
Choat_2012,"Julimar forest, Western Australia",description,woodland/shrubland
Choat_2012,"Julimar forest, Western Australia",latitude (deg),-31.4
Choat_2012,"Julimar forest, Western Australia",longitude (deg),116.3167
Choat_2012,"Julimar forest, Western Australia",AI (aridity index),0.4778
Choat_2012,"Julimar forest, Western Australia",elevation (m),300
Choat_2012,"Julimar forest, Western Australia",MAP (mm),700
Choat_2012,"Julimar forest, Western Australia",MAT (C),17.7
Choat_2012,"Julimar forest, Western Australia",mean precipitation of the driest quarter (mm),40
Choat_2012,"Julimar forest, Western Australia",PET (mm),1465
Choat_2012,"Julimar forest, Western Australia",Reference,"Poot P, Veneklaas EJ. unpublished"
Choat_2012,Macquarie U,description,temperate rainforest
Choat_2012,Macquarie U,latitude (deg),-33.7712
Choat_2012,Macquarie U,longitude (deg),151.1132
Choat_2012,Macquarie U,AI (aridity index),0.9532
Choat_2012,Macquarie U,elevation (m),50
Choat_2012,Macquarie U,MAP (mm),1140
Choat_2012,Macquarie U,MAT (C),17
Choat_2012,Macquarie U,mean precipitation of the driest quarter (mm),187
Choat_2012,Macquarie U,PET (mm),1196
Choat_2012,Macquarie U,Reference,"Hacke UG, Sperry JS, Field TS, Sano Y, Sikkema H, Pittermann J. 2007. Water transport in vesselless angiosperms: conducting efficiency and cavitation safety. International Journal of Plant Sciences 168: 1113-1126."
Choat_2012,"Many Peaks Range, Queensland",description,tropical seasonal forest
Choat_2012,"Many Peaks Range, Queensland",latitude (deg),-19.1833
Choat_2012,"Many Peaks Range, Queensland",longitude (deg),145.75
Choat_2012,"Many Peaks Range, Queensland",AI (aridity index),0.6877
Choat_2012,"Many Peaks Range, Queensland",elevation (m),60
Choat_2012,"Many Peaks Range, Queensland",MAP (mm),1132
Choat_2012,"Many Peaks Range, Queensland",MAT (C),18.5
Choat_2012,"Many Peaks Range, Queensland",mean precipitation of the driest quarter (mm),26
Choat_2012,"Many Peaks Range, Queensland",PET (mm),1646
Choat_2012,"Many Peaks Range, Queensland",Reference,"Choat B, Ball MC,  Luly JG, Holtum JAM. 2005. Hydraulic architecture of deciduous and evergreen dry rainforest tree species from north-eastern Australia. Trees - Structure and Function 19: 305-311."
Choat_2012,New South Wales,description,temperate seasonal forest
Choat_2012,New South Wales,latitude (deg),-29.2497
Choat_2012,New South Wales,longitude (deg),152.124
Choat_2012,New South Wales,AI (aridity index),0.9505
Choat_2012,New South Wales,elevation (m),1150
Choat_2012,New South Wales,MAP (mm),1134
Choat_2012,New South Wales,MAT (C),12.38
Choat_2012,New South Wales,mean precipitation of the driest quarter (mm),182
Choat_2012,New South Wales,PET (mm),1193
Choat_2012,New South Wales,Reference,"Sperry JS, Hacke UG, Field TS, Sano Y, Sikkema EH. 2007. Hydraulic consequences of vessel evolution in angiosperms. International Journal of Plant Sciences 168: 1127-1139."
Choat_2012,North Queensland,description,tropical rainforest
Choat_2012,North Queensland,latitude (deg),-16.5227
Choat_2012,North Queensland,longitude (deg),145.2657
Choat_2012,North Queensland,AI (aridity index),2.1189
Choat_2012,North Queensland,elevation (m),1080
Choat_2012,North Queensland,MAP (mm),3100
Choat_2012,North Queensland,MAT (C),27
Choat_2012,North Queensland,mean precipitation of the driest quarter (mm),83
Choat_2012,North Queensland,PET (mm),1463
Choat_2012,North Queensland,Reference,"Hacke UG, Sperry JS, Field TS, Sano Y, Sikkema H, Pittermann J. 2007. Water transport in vesselless angiosperms: conducting efficiency and cavitation safety. International Journal of Plant Sciences 168: 1113-1126."
Choat_2012,Northern New SW,description,temperate rainforest
Choat_2012,Northern New SW,latitude (deg),-29.213
Choat_2012,Northern New SW,longitude (deg),152.1168
Choat_2012,Northern New SW,AI (aridity index),1.2521
Choat_2012,Northern New SW,elevation (m),1050
Choat_2012,Northern New SW,MAP (mm),1500
Choat_2012,Northern New SW,MAT (C),20
Choat_2012,Northern New SW,mean precipitation of the driest quarter (mm),182
Choat_2012,Northern New SW,PET (mm),1198
Choat_2012,Northern New SW,Reference,"Hacke UG, Sperry JS, Field TS, Sano Y, Sikkema H, Pittermann J. 2007. Water transport in vesselless angiosperms: conducting efficiency and cavitation safety. International Journal of Plant Sciences 168: 1113-1126."
Choat_2012,"Pemberton-Manjimup, Western Australia",description,temperate seasonal forest
Choat_2012,"Pemberton-Manjimup, Western Australia",latitude (deg),-34
Choat_2012,"Pemberton-Manjimup, Western Australia",longitude (deg),116
Choat_2012,"Pemberton-Manjimup, Western Australia",AI (aridity index),0.9608
Choat_2012,"Pemberton-Manjimup, Western Australia",elevation (m),200
Choat_2012,"Pemberton-Manjimup, Western Australia",MAP (mm),1200
Choat_2012,"Pemberton-Manjimup, Western Australia",MAT (C),15.5
Choat_2012,"Pemberton-Manjimup, Western Australia",mean precipitation of the driest quarter (mm),56
Choat_2012,"Pemberton-Manjimup, Western Australia",PET (mm),1249
Choat_2012,"Pemberton-Manjimup, Western Australia",Reference,"Burgess SSO, Dawson TE. 2006. Predicting the limits to tree height using statistical regressions of leaf traits. New Phytologist 174: 626-636."
Choat_2012,Queensland,description,tropical rainforest
Choat_2012,Queensland,latitude (deg),-16.8993
Choat_2012,Queensland,longitude (deg),145.7507
Choat_2012,Queensland,AI (aridity index),1.503
Choat_2012,Queensland,elevation (m),10
Choat_2012,Queensland,MAP (mm),2241
Choat_2012,Queensland,MAT (C),21.66
Choat_2012,Queensland,mean precipitation of the driest quarter (mm),107
Choat_2012,Queensland,PET (mm),1491
Choat_2012,Queensland,Reference,"Sperry JS, Hacke UG, Field TS, Sano Y, Sikkema EH. 2007. Hydraulic consequences of vessel evolution in angiosperms. International Journal of Plant Sciences 168: 1127-1139."
Choat_2012,"Ravenswood, Queensland",description,tropical seasonal forest
Choat_2012,"Ravenswood, Queensland",latitude (deg),-20.1
Choat_2012,"Ravenswood, Queensland",longitude (deg),146.8833
Choat_2012,"Ravenswood, Queensland",AI (aridity index),0.4111
Choat_2012,"Ravenswood, Queensland",elevation (m),20
Choat_2012,"Ravenswood, Queensland",MAP (mm),684
Choat_2012,"Ravenswood, Queensland",MAT (C),20.87
Choat_2012,"Ravenswood, Queensland",mean precipitation of the driest quarter (mm),33
Choat_2012,"Ravenswood, Queensland",PET (mm),1664
Choat_2012,"Ravenswood, Queensland",Reference,"Rice KJ, Matzner SL, Byer W, Brown JR. 2004. Patterns of tree dieback in Queensland, Australia: the importance of drought stress and the role of resistance to cavitation. Oecologia 139: 190-198."
Choat_2012,"Swan Coastal Plain, Western Australia",description,woodland/shrubland
Choat_2012,"Swan Coastal Plain, Western Australia",latitude (deg),-31.75
Choat_2012,"Swan Coastal Plain, Western Australia",longitude (deg),115.95
Choat_2012,"Swan Coastal Plain, Western Australia",AI (aridity index),0.6209
Choat_2012,"Swan Coastal Plain, Western Australia",elevation (m),20
Choat_2012,"Swan Coastal Plain, Western Australia",MAP (mm),868
Choat_2012,"Swan Coastal Plain, Western Australia",MAT (C),16.1
Choat_2012,"Swan Coastal Plain, Western Australia",mean precipitation of the driest quarter (mm),34
Choat_2012,"Swan Coastal Plain, Western Australia",PET (mm),1398
Choat_2012,"Swan Coastal Plain, Western Australia",Reference,"Froend RH, Drake PL. 2006.  Defining phreatophyte responses to reduced water availability: preliminary investigations on the use of xylem vulnerability in Banksia woodland species. Australian Journal of Botany 54: 173-179."
Choat_2012,"Swan Coastal Plain(Yalgorup N.P.), Western Australia",description,woodland/shrubland
Choat_2012,"Swan Coastal Plain(Yalgorup N.P.), Western Australia",latitude (deg),-32.9
Choat_2012,"Swan Coastal Plain(Yalgorup N.P.), Western Australia",longitude (deg),115.69
Choat_2012,"Swan Coastal Plain(Yalgorup N.P.), Western Australia",AI (aridity index),0.6564
Choat_2012,"Swan Coastal Plain(Yalgorup N.P.), Western Australia",elevation (m),20
Choat_2012,"Swan Coastal Plain(Yalgorup N.P.), Western Australia",MAP (mm),875
Choat_2012,"Swan Coastal Plain(Yalgorup N.P.), Western Australia",MAT (C),15.2
Choat_2012,"Swan Coastal Plain(Yalgorup N.P.), Western Australia",mean precipitation of the driest quarter (mm),38
Choat_2012,"Swan Coastal Plain(Yalgorup N.P.), Western Australia",PET (mm),1333
